relationship_gold_id,document_id,chunk_id,pmid,pmcid,relationship_type,source_entity_id,source_entity_type,source_entity_text,source_normalized_name,target_entity_id,target_entity_type,target_entity_text,target_normalized_name,evidence_text,evidence_section,evidence_start_char,evidence_end_char,confidence_gold,direction_verified,explicit_or_implied,negated,speculative,annotation_decision,annotator,annotation_status,notes
silver_relationship:19c8c4477433570f,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,HAS_ADVERSE_EFFECT,drug:apoc_iii_antisense_oligonucleotide,Drug,ApoC-III antisense oligonucleotide,ApoC-III antisense oligonucleotide,condition:injection_site_reactions,Condition,Injection site reactions,Injection site reactions,"ApoC-III Antisense oligonucleotide ISIS 304801, ISIS apoC-III-Rx Liver ApoC-III ↓↓↓TG ↓↓HDL-C ↑ Phase 2 Injection site reaction",TITLE,4525,4652,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised evidence span to the ApoC-III antisense row; injection site reaction is explicitly listed.
silver_relationship:5bc4e67564ba2071,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,CAUSES,condition:atherosclerosis,Condition,Atherosclerosis,Atherosclerosis,condition:cerebrovascular_disease,Condition,Cerebrovascular disease,Cerebrovascular disease,Ischemic heart disease and cerebrovascular disease due to atherosclerosis remain leading causes of death in the world.,TITLE,575,693,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The phrase due to atherosclerosis supports atherosclerosis as the cause of cerebrovascular disease in this context.
silver_relationship:3303cddc6323a156,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,REDUCES,drug:thyromimetics,Drug,Thyromimetics,Thyromimetics,biomarker:lipoprotein_a,Biomarker,Lipoprotein(a),Lipoprotein(a),"Thyromimetics (eprotirome, sobetirome, and others) Liver LDL-C ↓↓TG ↓↓Lp(a) ↓↓ Clinical development halted in Phase 3 Reversible reductions in thyroxine and thyroid binding globlulin, unclear clinical significance. Liver enzyme abnormalities",TITLE,3453,3694,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The thyromimetics row explicitly lists Lp(a) decrease.
silver_relationship:aabc78c55f9a5aed,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,HAS_ADVERSE_EFFECT,drug:mipomersen,Drug,Mipomersen,Mipomersen,condition:injection_site_reactions,Condition,Injection site reactions,Injection site reactions,"Hepatic steatosis, liver enzyme abnormalities, injection site reactions, flu-like symptoms",TITLE,2904,2994,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The Mipomersen row lists injection site reactions as a safety/tolerability issue.
silver_relationship:11e81084086c39c2,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,Statins Liver LDL-C ↓↓HDL-C →↑TG ↓ Approved for the use in dyslipidemia and atherosclerosis Muscle and liver enzyme abnormalities,TITLE,2185,2314,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The statins row explicitly lists LDL-C decrease.
silver_relationship:f4701fe172636e78,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,ASSOCIATED_WITH,biomarker:triglyceride_rich_lipoproteins,Biomarker,Triglyceride-rich lipoproteins,Triglyceride-rich lipoproteins,condition:atherosclerosis,Condition,Atherosclerosis,Atherosclerosis,"Low-density lipoprotein (LDL), triglyceride-rich lipoproteins, and high-density lipoprotein (HDL) may contribute to the development and progression of atherosclerosis and its complications.",TITLE,775,964,0.74,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The sentence directly links triglyceride-rich lipoproteins with development and progression of atherosclerosis; accepted as an association rather than a causal claim.
silver_relationship:46e8ca4fc2da3326,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,INCREASES,drug:hdl_mimetic,Drug,HDL-mimetic,HDL-mimetic,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Circulating lipoproteins HDL-mimetic CER-001, ATI-5261 (preclinical), MDCO-216, and others Serum Preβ1 HDL ↑↑↑TG ↑↑Apo-AI ↑↑ Phase 2 Gastrointestinal symptoms, elevated triglycerides",TITLE,5331,5513,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The HDL-mimetic row explicitly lists TG increase and elevated triglycerides.
silver_relationship:b7fa41bef2ddc08c,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,REDUCES,drug:mipomersen,Drug,Mipomersen,Mipomersen,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"ApoB100 Mipomersen Liver apoB ↓LDL-C ↓↓TG ↓Lp(a) ↓↓ Approved for the use in homozygous familial hypercholesterolemia Hepatic steatosis, liver enzyme abnormalities, injection site reactions, flu-like symptoms",TITLE,2787,2994,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The Mipomersen row explicitly lists LDL-C decrease.
silver_relationship:28a779ef05cfea9b,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,REDUCES,drug:bile_acid_sequestrants,Drug,Bile acid sequestrants,Bile acid sequestrants,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,Bile acid sequestrant Cholestyramine and others Intestine LDL-C ↓HDL-C ↑TG ↑ Approved for the use in dyslipidemia Gastrointestinal side effects; interference with absorption of other drugs; exacerbation of hypertriglyceridemia,TITLE,2315,2541,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The bile acid sequestrant row explicitly lists LDL-C decrease.
silver_relationship:bc5b3e0a4d1ae651,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,INCREASES,drug:rvx_208,Drug,RVX-208,RVX-208,biomarker:large_hdl,Biomarker,Large HDL,Large HDL,Bromodomain and extra-terminal (BET) protein 2 RVX-208 Liver HDL-C ↑Large HDL↑ Phase 2 Liver enzyme abnormalities,TITLE,5217,5330,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The RVX-208 row explicitly lists Large HDL increase.
silver_relationship:0f92f9a5534d2c69,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,HAS_ADVERSE_EFFECT,drug:hdl_mimetic,Drug,HDL-mimetic,HDL-mimetic,condition:gastrointestinal_symptoms,Symptom,Gastrointestinal symptoms,Gastrointestinal symptoms,"Gastrointestinal symptoms, elevated triglycerides",TITLE,5464,5513,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised target type to Symptom; gastrointestinal symptoms are explicitly listed for HDL-mimetics.
silver_relationship:dac593940bb2bbb8,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,REDUCES,drug:lomitapide,Drug,Lomitapide,Lomitapide,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"Microsomal triglyceride transfer protein (MTP) Lomitapide Liver, intestine LDL-C ↓↓HDL-C ↓TG ↓↓↓Lp(a) ↓ Approved for use in homozygous familial hypercholesterolemia Hepatic and intestinal steatosis, liver enzyme abnormalities",TITLE,3201,3426,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The Lomitapide row explicitly lists LDL-C decrease.
silver_relationship:305b995bad36ff62,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,TREATS,drug:bile_acid_sequestrants,Drug,Bile acid sequestrants,Bile acid sequestrants,condition:dyslipidemia,Condition,Dyslipidemia,Dyslipidemia,Bile acid sequestrant Cholestyramine and others Intestine LDL-C ↓HDL-C ↑TG ↑ Approved for the use in dyslipidemia Gastrointestinal side effects; interference with absorption of other drugs; exacerbation of hypertriglyceridemia,TITLE,2315,2541,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The bile acid sequestrant row states approval for use in dyslipidemia.
silver_relationship:640d26c61926539a,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,HAS_ADVERSE_EFFECT,drug:niacin_nicotinic_acid,Drug,Niacin/nicotinic acid,Niacin/nicotinic acid,condition:flushing,Symptom,Flushing,Flushing,"Flushing, liver enzyme and glucose abnormalities, hyperuricemia",TITLE,3989,4052,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised target type to Symptom; flushing is explicitly listed for niacin/nicotinic acid.
silver_relationship:0fdf704accc26e22,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,REDUCES,drug:apoc_iii_antisense_oligonucleotide,Drug,ApoC-III antisense oligonucleotide,ApoC-III antisense oligonucleotide,biomarker:apolipoprotein_c_iii,Biomarker,Apolipoprotein C-III,Apolipoprotein C-III,"ApoC-III Antisense oligonucleotide ISIS 304801, ISIS apoC-III-Rx Liver ApoC-III ↓↓↓TG ↓↓HDL-C ↑ Phase 2 Injection site reaction",TITLE,4525,4652,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The ApoC-III antisense row explicitly lists ApoC-III decrease.
silver_relationship:21cf5a0e90f4f704,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,HAS_ADVERSE_EFFECT,drug:thyromimetics,Drug,Thyromimetics,Thyromimetics,condition:liver_enzyme_abnormalities,Condition,Liver enzyme abnormalities,Liver enzyme abnormalities,"Thyromimetics (eprotirome, sobetirome, and others) Liver LDL-C ↓↓TG ↓↓Lp(a) ↓↓ Clinical development halted in Phase 3 Reversible reductions in thyroxine and thyroid binding globlulin, unclear clinical significance. Liver enzyme abnormalities",TITLE,3453,3694,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised evidence span to the thyromimetics row; liver enzyme abnormalities are explicitly listed.
silver_relationship:494e8e440dd98e49,paper:PMC4287928,PMC4287928-chunk-0001,,PMC4287928,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,Statins Liver LDL-C ↓↓HDL-C →↑TG ↓ Approved for the use in dyslipidemia and atherosclerosis Muscle and liver enzyme abnormalities,TITLE,2185,2314,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The statins row explicitly lists TG decrease.
silver_relationship:7d87f2704906907a,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:darapladib,Drug,Darapladib,Darapladib,biomarker:very_low_density_lipoprotein,Biomarker,Very-low-density lipoprotein,Very-low-density lipoprotein,"Varespladib, darapladib Multiple cell types LDL-C ↓VLDL ↓",TABLE,6488,6545,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table row lists darapladib with VLDL decreased.
silver_relationship:b2295912b45b8b21,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,INCREASES,drug:lxr_623,Drug,LXR-623,LXR-623,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,"LXR-623 and others Liver, intestine HDL↑",TABLE,5680,5720,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table explicitly shows HDL increasing for LXR-623 and related agents.
silver_relationship:93d5168404f3011c,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:lapaquistat_acetate,Drug,Lapaquistat acetate,Lapaquistat acetate,condition:severe_liver_enzyme_elevation,Condition,severe liver enzyme elevation,Liver enzyme elevation,development of lapaquistat was halted due to two cases of severe liver enzyme elevation,TABLE,10751,10838,0.91,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The adverse event is explicitly given as the reason lapaquistat development was halted; target normalization was aligned to the accepted entity row.
silver_relationship:b79c2611243510b7,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:thiazolidinediones,Drug,Thiazolidinediones,Thiazolidinediones,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓",TABLE,5853,6035,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table maps TZDs to PPAR-γ and shows TG decreasing for PPAR-γ.
silver_relationship:11c69a24def1af3e,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,INCREASES,drug:fibrates,Drug,Fibrates,Fibrates,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓",TABLE,5853,6035,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table maps fibrates to PPAR-α and shows HDL-C increasing for PPAR-α.
silver_relationship:e04e42c6b84cf3e6,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:statins,Drug,Statins,Statins,condition:myopathy,Condition,Myopathy,Myopathy,intermediates implicated in the development of myopathy with statins,TABLE,10465,10533,0.68,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text links myopathy to statins via intermediates implicated in its development.
silver_relationship:2088fa6b5f1bd10f,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:lapaquistat_acetate,Drug,Lapaquistat acetate,Lapaquistat acetate,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,Lapaquistat acetate is a squalene synthase inhibitor that reduced LDL-C by 20%,TABLE,10554,10632,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly states that lapaquistat acetate reduced LDL-C by 20%.
silver_relationship:35813fcd060f9c49,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:lxr_623,Drug,LXR-623,LXR-623,condition:hypertriglyceridemia,Condition,Hypertriglyceridemia,Hypertriglyceridemia,"LXR-623 and others Liver, intestine HDL↑ Clinical development halted in Phase 2 Induced lipogenesis and hypertriglyceridemia.",TABLE,5680,5805,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table lists induced hypertriglyceridemia as an adverse issue for LXR-623 and related agents.
silver_relationship:8a01cf9b39499a5d,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:bile_acid_sequestrants,Drug,Bile acid sequestrants,Bile acid sequestrants,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,Bile acid sequestrants such as cholestyramine lower LDL-C levels up to 25%.,TABLE,8894,8969,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly states that bile acid sequestrants lower LDL-C levels.
silver_relationship:b41a445262b5c576,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:cholestyramine,Drug,Cholestyramine,Cholestyramine,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,Bile acid sequestrants such as cholestyramine lower LDL-C levels up to 25%.,TABLE,8894,8969,0.89,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cholestyramine is named as an example of bile acid sequestrants that lower LDL-C.
silver_relationship:72f651e6443b9b48,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:lapaquistat_acetate,Drug,Lapaquistat acetate,Lapaquistat acetate,biomarker:c_reactive_protein,Biomarker,C-reactive protein,C-reactive protein,Lapaquistat acetate is a squalene synthase inhibitor that reduced LDL-C by 20% and lowered C-reactive protein levels by 25%,TABLE,10554,10677,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence was expanded to include the drug source; the text explicitly states that lapaquistat lowered C-reactive protein levels.
silver_relationship:2886253da16db6ae,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:varespladib,Drug,Varespladib,Varespladib,biomarker:very_low_density_lipoprotein,Biomarker,Very-low-density lipoprotein,Very-low-density lipoprotein,"Varespladib, darapladib Multiple cell types LDL-C ↓VLDL ↓",TABLE,6488,6545,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table row lists varespladib with VLDL decreased.
silver_relationship:f311064db334010e,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:triglyceride_rich_lipoproteins,Biomarker,Triglyceride-rich lipoproteins,Triglyceride-rich lipoproteins,"statins can reduce concentrations of LDL-C by as much as 50–60%, with accompanying reductions of triglyceride-rich lipoproteins",TABLE,7550,7677,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence was expanded to include the statin source; the text explicitly states accompanying reductions of triglyceride-rich lipoproteins.
silver_relationship:f8a1cae92883d628,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:thiazolidinediones,Drug,Thiazolidinediones,Thiazolidinediones,condition:fluid_retention,Condition,Fluid retention,Fluid retention,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓PPAR-δ: HDL-C ↑↑LDL-C ↓(α/δ)TG ↓HDL-C ↑LDL-C ↓ Fibrates and TZDs approved for clinical use in dyslipidemia and diabetes.Development of dual α/γ activators halted in Phase 2–3Selective PPAR-δ and α/δ activators in early phase development Decreased glomerular filtration rate (α), weight gain, fluid retention, congestive heart failure, bone fractures (γ).",TABLE,5853,6389,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence was expanded to include the TZD/PPAR-γ row mapping; fluid retention is listed among γ-associated adverse effects.
silver_relationship:76b0724f4724fffb,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:darapladib,Drug,Darapladib,Darapladib,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"Varespladib, darapladib Multiple cell types LDL-C ↓VLDL ↓",TABLE,6488,6545,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table row lists darapladib with LDL-C decreased.
silver_relationship:3b29a0a5f0ab5a0f,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:fibrates,Drug,Fibrates,Fibrates,condition:decreased_glomerular_filtration_rate,Condition,Decreased glomerular filtration rate,Decreased glomerular filtration rate,"Fibrates and TZDs approved for clinical use in dyslipidemia and diabetes.Development of dual α/γ activators halted in Phase 2–3Selective PPAR-δ and α/δ activators in early phase development Decreased glomerular filtration rate (α), weight gain, fluid retention, congestive heart failure, bone fractures (γ).",TABLE,6082,6389,0.78,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table links fibrates to PPAR-α and lists decreased glomerular filtration rate as the α-associated adverse effect.
silver_relationship:03bb5815585acf89,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:bile_acid_sequestrants,Drug,Bile acid sequestrants,Bile acid sequestrants,condition:hypertriglyceridemia,Condition,Hypertriglyceridemia,Hypertriglyceridemia,"use of bile acid sequestrants is limited by gastrointestinal side effects, interference with absorption of other drugs, and exacerbation of hypertriglyceridemia.",TABLE,9099,9260,0.92,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly lists exacerbation of hypertriglyceridemia as a limitation of bile acid sequestrant use.
silver_relationship:378430b5bd55b8e6,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:thiazolidinediones,Drug,Thiazolidinediones,Thiazolidinediones,condition:weight_gain,Condition,Weight gain,Weight gain,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓PPAR-δ: HDL-C ↑↑LDL-C ↓(α/δ)TG ↓HDL-C ↑LDL-C ↓ Fibrates and TZDs approved for clinical use in dyslipidemia and diabetes.Development of dual α/γ activators halted in Phase 2–3Selective PPAR-δ and α/δ activators in early phase development Decreased glomerular filtration rate (α), weight gain, fluid retention, congestive heart failure, bone fractures (γ).",TABLE,5853,6389,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence was expanded to include the TZD/PPAR-γ row mapping; weight gain is listed among γ-associated adverse effects.
silver_relationship:c84c59de00fa2cc0,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:fibrates,Drug,Fibrates,Fibrates,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓",TABLE,5853,6035,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table maps fibrates to PPAR-α and shows TG decreasing for PPAR-α.
silver_relationship:8215493e845c10cc,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:thiazolidinediones,Drug,Thiazolidinediones,Thiazolidinediones,condition:bone_fractures,Condition,Bone fractures,Bone fractures,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓PPAR-δ: HDL-C ↑↑LDL-C ↓(α/δ)TG ↓HDL-C ↑LDL-C ↓ Fibrates and TZDs approved for clinical use in dyslipidemia and diabetes.Development of dual α/γ activators halted in Phase 2–3Selective PPAR-δ and α/δ activators in early phase development Decreased glomerular filtration rate (α), weight gain, fluid retention, congestive heart failure, bone fractures (γ).",TABLE,5853,6389,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence was expanded to include the TZD/PPAR-γ row mapping; bone fractures are listed among γ-associated adverse effects.
silver_relationship:d73440d2199ff631,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,INCREASES,drug:thiazolidinediones,Drug,Thiazolidinediones,Thiazolidinediones,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓",TABLE,5853,6035,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table maps TZDs to PPAR-γ and shows HDL-C increasing for PPAR-γ.
silver_relationship:7077764e48f14087,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,statins can reduce concentrations of LDL-C by as much as 50–60%,TABLE,7550,7613,0.97,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly states that statins can reduce LDL-C concentrations.
silver_relationship:2b5ee4cf3ae7f467,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,TREATS,drug:thiazolidinediones,Drug,Thiazolidinediones,Thiazolidinediones,condition:diabetes,Condition,Diabetes,Diabetes,Fibrates and TZDs approved for clinical use in dyslipidemia and diabetes.,TABLE,6082,6155,0.75,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text states that TZDs are approved for clinical use in diabetes.
silver_relationship:2a58a601adc919d2,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:varespladib,Drug,Varespladib,Varespladib,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"Varespladib, darapladib Multiple cell types LDL-C ↓VLDL ↓",TABLE,6488,6545,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The table row lists varespladib with LDL-C decreased.
silver_relationship:561de585cb505d4f,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,TREATS,drug:fibrates,Drug,Fibrates,Fibrates,condition:dyslipidemia,Condition,Dyslipidemia,Dyslipidemia,Fibrates and TZDs approved for clinical use in dyslipidemia and diabetes.,TABLE,6082,6155,0.75,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text states that fibrates are approved for clinical use in dyslipidemia.
silver_relationship:dee1c36dfaf9c310,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,INCREASES,drug:statins,Drug,Statins,Statins,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,"statins can reduce concentrations of LDL-C by as much as 50–60%, with accompanying reductions of triglyceride-rich lipoproteins and modest increases in HDL-C",TABLE,7550,7707,0.92,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence was expanded to include the statin source; the text explicitly states modest increases in HDL-C.
silver_relationship:df765bae66d97594,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,PREVENTS,drug:cholestyramine,Drug,Cholestyramine,Cholestyramine,condition:myocardial_infarction,Condition,Myocardial infarction,Myocardial infarction,"As monotherapy, cholestyramine was shown to reduce the risk of myocardial infarction",TABLE,8970,9054,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly states that cholestyramine reduced the risk of myocardial infarction.
silver_relationship:702de915204ebfe2,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,REDUCES,drug:ezetimibe,Drug,Ezetimibe,Ezetimibe,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"Ezetimibe inhibits cholesterol absorption by blocking the function of NPC1L1 (Garcia-Calvoet al,) and lowers LDL-C in patients by approximately 15%.",TABLE,9489,9637,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly states that ezetimibe lowers LDL-C by approximately 15%.
