entity_gold_id,document_id,chunk_id,pmid,pmcid,entity_id,entity_type,entity_text,normalized_name,aliases,category,mesh_id,icd10,drugbank_id,unit,normal_range,description,evidence_text,evidence_section,evidence_start_char,evidence_end_char,annotator,annotation_status,notes
silver_entity:1d7caed026e6b4e0,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,condition:gastrointestinal_side_effects,Condition,Gastrointestinal side effects,Gastrointestinal side effects,,,,,,,,,gastrointestinal side effects,REF,45404,45433,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named adverse-effect condition category; retained as Condition under the available ontology.
silver_entity:fb05e9e3b642c11e,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,condition:ischemic_vascular_disease,Condition,Ischemic vascular disease,Ischemic vascular disease,,,,,,,,,ischemic vascular disease,REF,48620,48645,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named vascular condition.
silver_entity:01000e833cf4d29b,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,condition:stroke,Condition,Stroke,Stroke,,,,,,,,,stroke,REF,46347,46353,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named condition/outcome.
silver_entity:87d117d07f374030,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,condition:vascular_disease,Condition,Vascular disease,Vascular disease,,,,,,,,,vascular disease,REF,45819,45835,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named disease category.
silver_entity:022f631306fbed56,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:az876,Drug,AZ876,AZ876,,,,,,,,,AZ876,REF,48326,48331,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named investigational drug/agonist.
silver_entity:4c47045038b58f3c,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:apolipoprotein_b_antisense_oligonucleotide,Drug,Apolipoprotein B antisense oligonucleotide,Apolipoprotein B antisense oligonucleotide,,,,,,,,,apolipoprotein B antisense oligonucleotide,REF,44811,44853,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named therapeutic antisense oligonucleotide intervention.
silver_entity:2b841427e0558419,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:apolipoprotein_c_iii_antisense_oligonucleotide,Drug,antisense oligonucleotide inhibition of apolipoprotein C-III,apolipoprotein C-III-targeted antisense oligonucleotide,,,,,,,,,Antisense oligonucleotide inhibition of apolipoprotein C-III,REF,47439,47499,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The chunk supports an antisense oligonucleotide intervention targeting apolipoprotein C-III, but not the exact candidate word order."
silver_entity:fcc5af2683635ef6,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:apolipoprotein_e_mimetic_peptides,Drug,Apolipoprotein E mimetic peptides,Apolipoprotein E mimetic peptides,,,,,,,,,apolipoprotein E mimetic peptides,REF,48030,48063,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named therapeutic peptide class.
silver_entity:13c738ed39e2bff2,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:colesevelam_hydrochloride,Drug,Colesevelam hydrochloride,Colesevelam hydrochloride,,,,,,,,,Colesevelam hydrochloride,REF,45292,45317,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named drug.
silver_entity:ad551867d66bfc02,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:fibrates,Drug,Fibrates,Fibrates,,,,,,,,,fibrates,REF,49277,49285,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named lipid-lowering drug class.
silver_entity:89939ac384e4c02d,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:gft505,Drug,GFT505,GFT505,,,,,,,,,GFT505,REF,44222,44228,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named investigational drug.
silver_entity:6e31cb1bd1518612,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:statins,Drug,Statins,Statins,,,,,,,,,statins,REF,45484,45491,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named drug class.
silver_entity:6870c9ec112ce7e6,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:therapeutic_rnai_targeting_pcsk9,Drug,Therapeutic RNAi targeting PCSK9,Therapeutic RNAi targeting PCSK9,,,,,,,,,Therapeutic RNAi targeting PCSK9,REF,46792,46824,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named therapeutic RNAi intervention.
silver_entity:8163cd8f9137f854,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:thyroid_hormone_receptor_agonists,Drug,Thyroid hormone receptor agonists,Thyroid hormone receptor agonists,,,,,,,,,Thyroid hormone receptor agonists,REF,49830,49863,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named drug class.
silver_entity:e17dbc74ee7881fd,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,drug:torcetrapib,Drug,Torcetrapib,Torcetrapib,,,,,,,,,Torcetrapib,REF,46646,46657,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named drug.
silver_entity:fa57aaf439424bff,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,riskfactor:apoc3_loss_of_function_mutations,RiskFactor,Loss-of-function mutations in APOC3,APOC3 loss-of-function mutations,,,,,,,,,Loss-of-function mutations in APOC3,REF,48572,48607,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=Explicitly named genetic risk factor, with normalized word order."
silver_entity:3343f26b48964004,paper:PMC4287928,PMC4287928-chunk-0009,,PMC4287928,riskfactor:pcsk9_polymorphisms,RiskFactor,PCSK9 polymorphisms,PCSK9 polymorphisms,,,,,,,,,PCSK9 polymorphisms,REF,45510,45529,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicitly named genetic risk factor.
silver_entity:445fa5c63a471304,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:apolipoprotein_a_i,Biomarker,Apolipoprotein A-I,Apolipoprotein A-I,,,,,,,,,apolipoprotein a-I,REF,51542,51560,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a standalone apolipoprotein biomarker in the reference title.
silver_entity:a7ac0ecf891131f2,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:apolipoprotein_b,Biomarker,Apolipoprotein B,Apolipoprotein B,,,,,,,,,apolipoprotein B,REF,55312,55328,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a standalone apolipoprotein biomarker in the reference title.
silver_entity:8a27bb793abd0229,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,,,,,,,,,HDL and LDL cholesterol,REF,51134,51157,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The coordinated phrase explicitly supports HDL cholesterol as a biomarker.
silver_entity:58786fd5cc6c5662,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:high_density_lipoprotein,Biomarker,High-density lipoprotein,High-density lipoprotein,,,,,,,,,high-density lipoprotein,REF,51336,51360,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a standalone lipoprotein biomarker.
silver_entity:b25f3a2349e6a20a,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,,,,,,,,,LDL cholesterol,REF,51142,51157,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a specific cholesterol biomarker.
silver_entity:c0526806209c95d6,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:lipoprotein_a,Biomarker,Lipoprotein(a),Lipoprotein(a),,,,,,,,,Lipoprotein (a),REF,50336,50351,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a standalone lipoprotein biomarker.
silver_entity:b22fb9f09387e336,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:rho_kinase_activity,Biomarker,Rho kinase activity,Rho kinase activity,,,,,,,,,Rho kinase activity,REF,52146,52165,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a molecular activity biomarker.
silver_entity:f7ba14f0e8443687,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:serum_cholesterol,Biomarker,Serum cholesterol,Serum cholesterol,,,,,,,,,serum cholesterol,REF,49871,49888,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a serum lipid biomarker.
silver_entity:6f57069a55d3a75f,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,,,,,,,,,triglycerides,REF,53653,53666,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a lipid biomarker.
silver_entity:8b9960f7e16055df,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:acute_coronary_syndrome,Condition,Acute coronary syndrome,Acute coronary syndrome,,,,,,,,,acute coronary syndrome,REF,49977,50000,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a cardiovascular condition.
silver_entity:d1bc964e2b4ba3d0,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:atherosclerosis,Condition,Atherosclerosis,Atherosclerosis,,,,,,,,,atherosclerosis,REF,50605,50620,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a standalone vascular condition.
silver_entity:4decf9d2640fde39,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:atherosclerotic_cardiovascular_events,Condition,Atherosclerotic cardiovascular events,Atherosclerotic cardiovascular events,,,,,,,,,atherosclerotic cardiovascular events,REF,53181,53218,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a clinical cardiovascular event concept.
silver_entity:eac10cd3d8434149,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,,,,,,,,,cardiovascular disease,REF,49637,49659,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a standalone disease concept.
silver_entity:b2f472b291b7f6cf,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:cardiovascular_events,Condition,Cardiovascular events,Cardiovascular events,,,,,,,,,cardiovascular events,REF,50110,50131,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a clinical cardiovascular event concept.
silver_entity:b9e10e624608ff80,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:coronary_artery_disease,Condition,Coronary artery disease,Coronary artery disease,,,,,,,,,coronary artery disease,REF,51610,51633,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a coronary disease condition.
silver_entity:af3d2bd05789ec25,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:coronary_atherosclerosis,Condition,Coronary atherosclerosis,Coronary atherosclerosis,,,,,,,,,coronary atherosclerosis,REF,51267,51291,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a specific atherosclerotic condition.
silver_entity:cfa1d92aa621ff19,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:coronary_heart_disease,Condition,Coronary heart disease,Coronary heart disease,,,,,,,,,coronary heart disease,REF,50312,50334,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a coronary disease condition.
silver_entity:cbf9199f20a2f816,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:dyslipidemia,Condition,Dyslipidemia,Dyslipidemia,,,,,,,,,dyslipidemia,REF,52334,52346,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a lipid disorder condition.
silver_entity:f62e7d3590864765,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:familial_hypercholesterolemia,Condition,familial hypercholesterolaemia,Familial hypercholesterolemia,,,,,,,,,familial hypercholesterolaemia,REF,53697,53727,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=Supported with British spelling; normalized to the standard American spelling.
silver_entity:635d8c0e96aa1f53,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:hypercholesterolemia,Condition,Hypercholesterolemia,Hypercholesterolemia,,,,,,,,,hypercholesterolemia,REF,50828,50848,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a cholesterol disorder condition.
silver_entity:62e6203a36da7eac,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:ischemic_events,Condition,Ischemic events,Ischemic events,,,,,,,,,ischemic events,REF,53918,53933,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a clinical event concept.
silver_entity:f983beb215e52b91,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:lipoprotein_a_hyperlipoproteinemia,Condition,Lipoprotein(a)-hyperlipoproteinemia,Lipoprotein(a)-hyperlipoproteinemia,,,,,,,,,lipoprotein(a)-hyperlipoproteinemia,REF,49584,49619,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a specific lipid disorder condition.
silver_entity:2375b6177c532c7a,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:major_cardiovascular_disease_events,Condition,Major cardiovascular disease events,Major cardiovascular disease events,,,,,,,,,major cardiovascular disease events,REF,52848,52883,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a cardiovascular clinical event/outcome concept.
silver_entity:d37dddba3bfbed38,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:major_coronary_events,Condition,Major coronary events,Major coronary events,,,,,,,,,major coronary events,REF,53042,53063,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a coronary clinical event concept.
silver_entity:ab06f6b2c90aa551,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:myotoxicity,Condition,Myotoxicity,Myotoxicity,,,,,,,,,myotoxicity,REF,51890,51901,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as an adverse condition/toxicity.
silver_entity:90ba6b0030fa4c73,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:primary_hypercholesterolemia,Condition,Primary hypercholesterolemia,Primary hypercholesterolemia,,,,,,,,,primary hypercholesterolemia,REF,50820,50848,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a specific cholesterol disorder condition.
silver_entity:62d501e1db79a405,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,condition:type_2_diabetes_mellitus,Condition,Type 2 diabetes mellitus,Type 2 diabetes mellitus,,,,,,,,,type 2 diabetes mellitus,REF,50018,50042,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a metabolic disease condition.
silver_entity:175ecf4f77e6b123,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:acat_inhibitors,Drug,acyl-coenzyme A:cholesterol transferase (ACAT) inhibitors,ACAT inhibitors,,,,,,,,,acyl-coenzyme A:cholesterol transferase (ACAT) Inhibitors,REF,49725,49781,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=Supported as a therapeutic inhibitor class; normalized to the abbreviated drug-class name.
silver_entity:1c7fecff020cfebc,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:aleglitazar,Drug,Aleglitazar,Aleglitazar,,,,,,,,,aleglitazar,REF,49932,49943,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:174e89a390df8445,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:anti_mir_33_therapy,Drug,Anti-miR-33 therapy,Anti-miR-33 therapy,,,,,,,,,Anti-miR-33 therapy,REF,50551,50570,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a therapeutic anti-miR intervention.
silver_entity:ec78166531f24846,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:apob_targeting_sirna,Drug,ApoB-targeting siRNA,ApoB-targeting siRNA,,,,,,,,,siRNA-induced liver ApoB knockdown,REF,54139,54172,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The title explicitly describes an ApoB knockdown siRNA intervention; normalized to a concise therapeutic modality name.
silver_entity:148580e082bebd66,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:atorvastatin,Drug,Atorvastatin,Atorvastatin,,,,,,,,,atorvastatin,REF,50874,50886,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:d65992a73539b687,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:avasimibe,Drug,Avasimibe,Avasimibe,,,,,,,,,avasimibe,REF,54471,54480,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:00b46657557cf5fd,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:cer_001,Drug,CER-001,CER-001,,,,,,,,,CER-001,REF,54303,54310,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named HDL-mimetic therapeutic agent.
silver_entity:8f8cea64875a6e1d,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:dalcetrapib,Drug,Dalcetrapib,Dalcetrapib,,,,,,,,,dalcetrapib,REF,50442,50453,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:15c5488304c8aaa5,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:darapladib,Drug,Darapladib,Darapladib,,,,,,,,,darapladib,REF,53562,53572,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:4658bfc29ffc1654,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:eprotirome,Drug,Eprotirome,Eprotirome,,,,,,,,,Eprotirome,REF,53669,53679,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:da04d6def7c29f70,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:evacetrapib,Drug,Evacetrapib,Evacetrapib,,,,,,,,,evacetrapib,REF,51060,51071,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:7e0a00ebef8a82cf,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:fish_oil,Drug,Fish oil,Fish oil,,,,,,,,,Fish oil,REF,53615,53623,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a therapeutic supplement/intervention.
silver_entity:c6c6df415d19d38d,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,,,,,,,,,gemfibrozil,REF,52998,53009,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:112c8532b1b5d6ca,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:lapaquistat_acetate,Drug,Lapaquistat acetate,Lapaquistat acetate,,,,,,,,,lapaquistat acetate,REF,51841,51860,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:a6ae881cc8ba0a6b,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:mipomersen,Drug,Mipomersen,Mipomersen,,,,,,,,,Mipomersen,REF,55297,55307,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:bb57aa079b8c866d,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:omega_3_fatty_acids,Drug,omega-3 fatty acid supplementation,Omega-3 fatty acids,,,,,,,,,omega-3 fatty acid supplementation,REF,52801,52835,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=Supported as a supplement intervention; normalized to the compound class.
silver_entity:d09088e629e4c332,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:oral_inducer_of_apolipoprotein_a_i_synthesis,Drug,oral inducer of apolipoprotein A-I synthesis,Oral inducer of apolipoprotein A-I synthesis,,,,,,,,,oral inducer of apolipoprotein a-I synthesis,REF,51526,51570,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=Supported as a therapeutic agent class; capitalization normalized.
silver_entity:7066ac33a8992342,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:pcsk9_monoclonal_antibody,Drug,monoclonal antibody to PCSK9,PCSK9 monoclonal antibody,,,,,,,,,monoclonal antibody to proprotein convertase subtilisin/kexin type 9 serine protease,REF,50699,50782,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=Supported as a PCSK9-targeting monoclonal antibody; normalized to the common abbreviated target name.
silver_entity:376767e6a983381e,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:pioglitazone,Drug,Pioglitazone,Pioglitazone,,,,,,,,,Pioglitazone,REF,50085,50097,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:b4be5f9bfb166751,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:recombinant_apoa_i_milano,Drug,Recombinant ApoA-I Milano,Recombinant ApoA-I Milano,,,,,,,,,recombinant ApoA-I Milano,REF,51928,51953,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a biologic therapeutic agent.
silver_entity:8a2ad18f07e76373,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:statins,Drug,Statins,Statins,,,,,,,,,statins,REF,51123,51130,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a drug class.
silver_entity:83cc2f404cf068c7,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:thyroid_hormone_receptor_agonists,Drug,Thyroid hormone receptor agonists,Thyroid hormone receptor agonists,,,,,,,,,Thyroid hormone receptor agonists,REF,49830,49863,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a drug class.
silver_entity:ba14af5cf14bc97f,paper:PMC4287928,PMC4287928-chunk-0010,,PMC4287928,drug:varespladib,Drug,Varespladib,Varespladib,,,,,,,,,Varespladib,REF,51665,51676,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Supported as a named drug.
silver_entity:3631fc1e5fc3a1d2,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:apoa_i,Biomarker,ApoA-I,ApoA-I,,,,,,,,,apoA-I,REF,55786,55792,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=ApoA-I is an explicitly mentioned apolipoprotein/protein biomarker.
silver_entity:50981792b78e5235,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:apolipoprotein_b,Biomarker,Apolipoprotein B,Apolipoprotein B,,,,,,,,,apolipoprotein B,REF,55312,55328,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Apolipoprotein B is explicitly mentioned as the target of a synthesis inhibitor and is a standalone protein biomarker.
silver_entity:bcf37641833215e1,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:apolipoprotein_e,Biomarker,apoE,Apolipoprotein E,,,,,,,,,apoE,REF,55797,55801,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly mentions apoE as a standalone apolipoprotein; normalized to Apolipoprotein E.
silver_entity:18392cfb656bf1e1,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:apolipoprotein_a,Biomarker,Apolipoprotein(a),Apolipoprotein(a),,,,,,,,,apolipoprotein(a),REF,55256,55273,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Apolipoprotein(a) is explicitly mentioned as the target of an antisense inhibitor.
silver_entity:ca895f8342a61851,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:cellular_cholesterol,Biomarker,Cellular cholesterol,Cellular cholesterol,,,,,,,,,cellular cholesterol,REF,55145,55165,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cellular cholesterol is explicitly mentioned as a cholesterol pool removed by transporters and is a supported lipid biomarker concept.
silver_entity:f774fff3bb04e342,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:cholesterol,Biomarker,Cholesterol,Cholesterol,,,,,,,,,cholesterol,REF,55154,55165,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cholesterol is explicitly present and is a standalone lipid biomarker.
silver_entity:36b730d035c7b69d,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:cholesterol_esters,Biomarker,Cholesterol esters,Cholesterol esters,,,,,,,,,cholesterol esters,REF,57384,57402,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cholesterol esters are explicitly mentioned in the LDL definition and are standalone lipid biomarkers.
silver_entity:19697e5c80692127,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:cholesteryl_ester_transfer_protein,Biomarker,Cholesteryl ester transfer protein,Cholesteryl ester transfer protein,,,,,,,,,cholesteryl ester transfer protein,REF,54986,55020,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cholesteryl ester transfer protein is explicitly mentioned and is a protein biomarker.
silver_entity:c0f2f718fe3141fb,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:chylomicrons,Biomarker,Chylomicrons,Chylomicrons,,,,,,,,,Chylomicrons,REF,56587,56599,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Chylomicrons appear as a glossary heading and are defined as lipoprotein particles.
silver_entity:135475e1b8bf9038,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:high_density_lipoprotein,Biomarker,High-density lipoprotein,High-density lipoprotein,,,,,,,,,high-density lipoprotein,REF,55606,55630,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=High-density lipoprotein is explicitly mentioned and is a standalone lipoprotein biomarker.
silver_entity:9e7f60c8a6221dfc,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:intermediate_density_lipoprotein,Biomarker,Intermediate density lipoprotein,Intermediate density lipoprotein,,,,,,,,,Intermediate density lipoprotein,REF,56941,56973,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Intermediate density lipoprotein appears as a glossary heading and is a standalone lipoprotein class.
silver_entity:f4b9c78a5d8556af,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:lipoprotein,Biomarker,Lipoprotein,Lipoprotein,,,,,,,,,Lipoprotein,REF,57146,57157,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Lipoprotein appears as a standalone glossary heading and is defined as a particle class transporting lipids.
silver_entity:9164eaf6aa18208f,paper:PMC4287928,PMC4287928-chunk-0011,,PMC4287928,biomarker:lipoprotein_a,Biomarker,Lipoprotein(a),Lipoprotein(a),,,,,,,,,lipoprotein(a),REF,54938,54952,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Lipoprotein(a) is explicitly present as a standalone lipoprotein biomarker.
